position,TerrainSlope,lon,lat
98.262414,6.060815,-150.30361,-84.849704
98.432229,5.714496,-150.270318,-84.844969
98.602044,5.137831,-150.237076,-84.840233
98.771859,4.583,-150.203917,-84.835493
98.941674,3.861572,-150.170796,-84.830754
99.111489,3.089993,-150.137759,-84.826011
99.281303,2.699654,-150.104759,-84.821268
99.451118,2.913254,-150.071842,-84.816522
99.620933,3.412723,-150.038974,-84.811774
99.790748,4.408282,-150.006166,-84.807026
99.960563,6.112353,-149.973406,-84.802276
100.130378,7.274618,-149.940717,-84.797523
100.300192,7.23444,-149.908099,-84.792769
100.470007,7.143581,-149.875529,-84.788013
100.639822,7.238692,-149.843018,-84.783256
100.809637,6.582507,-149.810556,-84.778498
100.979452,5.20255,-149.778163,-84.773737
101.149266,4.385666,-149.74584,-84.768974
101.319081,3.503637,-149.713565,-84.76421
101.488896,2.166747,-149.681337,-84.759445
101.658711,1.834902,-149.64919,-84.754678
101.828526,1.998358,-149.61709,-84.749909
101.998341,1.504025,-149.585048,-84.745138
102.108836,1.274567,-149.564219,-84.742034
102.278651,1.937687,-149.592362,-84.737064
102.448466,1.990034,-149.620444,-84.732092
102.61828,2.124423,-149.648465,-84.727118
102.788095,2.53554,-149.676441,-84.722144
102.95791,2.905043,-149.704373,-84.717168
103.127725,3.746527,-149.732236,-84.712191
103.29754,4.342079,-149.760056,-84.707213
103.467355,4.416491,-149.787823,-84.702233
103.637169,4.891935,-149.815538,-84.697253
103.806984,5.835969,-149.843201,-84.692271
